status_id,party_key,status,status_effective_date,created_date,updated_date
48,004e26ec-052b-40d6-8bbf-31425cf77a35,COMPLETE,NULL,2024-05-23 08:03:23.000,2024-05-23 08:03:24.000
49,005b9dde-f538-483e-9b10-caca80d1b36d,PROVISIONED,NULL,2025-02-04 21:10:54.000,2025-02-04 21:15:46.000
50,005b9dde-f538-483e-9b10-caca80d1b36d,PROSPECT,NULL,2025-02-04 21:10:54.000,2025-02-04 21:10:54.000
51,005b9dde-f538-483e-9b10-caca80d1b36d,VERIFIED,NULL,2025-02-04 21:10:54.000,2025-02-04 21:15:20.000
52,005b9dde-f538-483e-9b10-caca80d1b36d,IDENTIFIED,NULL,2025-02-04 21:10:54.000,2025-02-04 21:13:28.000
53,005b9dde-f538-483e-9b10-caca80d1b36d,PROSPECT,NULL,2025-02-04 21:10:54.000,2025-02-04 21:13:28.000
54,00610f2b-1bf0-4c6f-9350-21b145b061e2,PROVISIONED,NULL,2024-05-24 07:26:01.000,2024-05-24 07:26:02.000
55,00610f2b-1bf0-4c6f-9350-21b145b061e2,PROSPECT,NULL,2024-05-24 07:26:01.000,2024-05-24 07:26:01.000
56,00610f2b-1bf0-4c6f-9350-21b145b061e2,COMPLETE,NULL,2024-05-24 07:26:01.000,2024-05-24 07:26:01.000
57,00620256-56c7-437c-814b-460ed3e40e8d,PROSPECT,NULL,2023-11-17 10:36:19.000,2023-11-17 10:38:01.000
58,00620256-56c7-437c-814b-460ed3e40e8d,PROSPECT,NULL,2023-11-17 10:36:19.000,2023-11-17 10:36:19.000
59,00638a34-caa9-4662-bd7f-fa6447172285,PROVISIONED,NULL,2024-05-23 14:05:56.000,2024-05-23 14:05:56.000
60,00638a34-caa9-4662-bd7f-fa6447172285,COMPLETE,NULL,2024-05-23 14:05:56.000,2024-05-23 14:05:56.000
61,00638a34-caa9-4662-bd7f-fa6447172285,PROSPECT,NULL,2024-05-23 14:05:56.000,2024-05-23 14:05:56.000
62,0064c64f-4ccf-42e8-90a7-0f367c8c047d,COMPLETE,NULL,2024-05-24 05:14:31.000,2024-05-24 05:14:32.000
63,0064c64f-4ccf-42e8-90a7-0f367c8c047d,PROSPECT,NULL,2024-05-24 05:14:31.000,2024-05-24 05:14:31.000
64,0064c64f-4ccf-42e8-90a7-0f367c8c047d,PROVISIONED,NULL,2024-05-24 05:14:31.000,2024-05-24 05:14:33.000
65,0065256d-11cc-45b8-abd8-c75978eaf431,PROSPECT,NULL,2024-05-03 05:33:09.000,2024-05-03 05:33:09.000
66,0065256d-11cc-45b8-abd8-c75978eaf431,IDENTIFIED,NULL,2024-05-03 05:33:09.000,2024-05-03 05:34:52.000
67,0065256d-11cc-45b8-abd8-c75978eaf431,PROVISIONED,NULL,2024-05-03 05:33:09.000,2024-05-03 05:37:15.000
68,0065256d-11cc-45b8-abd8-c75978eaf431,PROSPECT,NULL,2024-05-03 05:33:09.000,2024-05-03 05:34:50.000
69,0065256d-11cc-45b8-abd8-c75978eaf431,VERIFIED,NULL,2024-05-03 05:33:09.000,2024-05-03 05:36:22.000
70,006e8040-e4e9-4d7f-8180-41ed40f7ee8b,COMPLETE,NULL,2024-05-24 07:18:46.000,2024-05-24 07:18:46.000
71,006e8040-e4e9-4d7f-8180-41ed40f7ee8b,PROVISIONED,NULL,2024-05-24 07:18:46.000,2024-05-24 07:18:47.000
72,006e8040-e4e9-4d7f-8180-41ed40f7ee8b,PROSPECT,NULL,2024-05-24 07:18:46.000,2024-05-24 07:18:46.000
73,006e9e17-9022-41c9-926c-b21880b16d45,COMPLETE,NULL,2024-05-31 05:49:57.000,2024-05-31 05:49:57.000
74,006e9e17-9022-41c9-926c-b21880b16d45,PROVISIONED,NULL,2024-05-31 05:49:57.000,2024-05-31 05:49:59.000
75,006e9e17-9022-41c9-926c-b21880b16d45,PROSPECT,NULL,2024-05-31 05:49:57.000,2024-05-31 05:49:57.000
76,0077410a-89dd-40be-86e6-e4e89bb46dd4,PROVISIONED,NULL,2024-05-24 12:43:53.000,2024-05-24 12:43:53.000
77,0077410a-89dd-40be-86e6-e4e89bb46dd4,PROSPECT,NULL,2024-05-24 12:43:53.000,2024-05-24 12:43:53.000
78,0077410a-89dd-40be-86e6-e4e89bb46dd4,COMPLETE,NULL,2024-05-24 12:43:53.000,2024-05-24 12:43:53.000
79,00785088-42c3-4e5b-9a17-bdfcb6582ab6,COMPLETE,NULL,2024-05-23 12:09:26.000,2024-05-23 12:09:27.000
80,00785088-42c3-4e5b-9a17-bdfcb6582ab6,PROSPECT,NULL,2024-05-23 12:09:26.000,2024-05-23 12:09:26.000
81,00785088-42c3-4e5b-9a17-bdfcb6582ab6,PROVISIONED,NULL,2024-05-23 12:09:26.000,2024-05-23 12:09:27.000
82,008ded36-6d74-428e-9a88-ebbd27dc20ce,PROSPECT,NULL,2024-07-18 16:07:03.000,2024-07-18 16:08:20.000
83,008ded36-6d74-428e-9a88-ebbd27dc20ce,IDENTIFIED,NULL,2024-07-18 16:07:03.000,2024-07-18 16:08:21.000
84,008ded36-6d74-428e-9a88-ebbd27dc20ce,PROSPECT,NULL,2024-07-18 16:07:03.000,2024-07-18 16:07:03.000
85,0096baf4-64f1-48e2-9aab-2e461dad50f5,PROSPECT,NULL,2024-05-24 06:26:00.000,2024-05-24 06:26:00.000
86,0096baf4-64f1-48e2-9aab-2e461dad50f5,PROVISIONED,NULL,2024-05-24 06:26:00.000,2024-05-24 06:26:02.000
87,0096baf4-64f1-48e2-9aab-2e461dad50f5,COMPLETE,NULL,2024-05-24 06:26:00.000,2024-05-24 06:26:01.000
88,0096c233-a788-4df4-b1d8-29b68fa80624,PROSPECT,NULL,2024-05-27 06:29:10.000,2024-05-27 06:29:10.000
89,0096c233-a788-4df4-b1d8-29b68fa80624,PROVISIONED,NULL,2024-05-27 06:29:10.000,2024-05-27 06:29:11.000
90,0096c233-a788-4df4-b1d8-29b68fa80624,COMPLETE,NULL,2024-05-27 06:29:10.000,2024-05-27 06:29:11.000
91,00a0a1e6-2ba9-4e65-88fc-7ea330ab23c1,PROVISIONED,NULL,2024-05-27 04:57:13.000,2024-05-27 04:57:14.000
92,00a0a1e6-2ba9-4e65-88fc-7ea330ab23c1,COMPLETE,NULL,2024-05-27 04:57:13.000,2024-05-27 04:57:14.000
93,00a0a1e6-2ba9-4e65-88fc-7ea330ab23c1,PROSPECT,NULL,2024-05-27 04:57:13.000,2024-05-27 04:57:13.000
94,00a41c98-725f-4620-990c-9fd1278cf944,PROVISIONED,NULL,2023-06-30 11:01:04.000,2023-06-30 11:05:14.000
95,00a41c98-725f-4620-990c-9fd1278cf944,PROSPECT,NULL,2023-06-30 11:01:04.000,2023-06-30 11:03:18.000
96,00a41c98-725f-4620-990c-9fd1278cf944,COMPLETE,NULL,2023-06-30 11:01:04.000,2023-06-30 11:04:42.000
97,00a41c98-725f-4620-990c-9fd1278cf944,PROSPECT,NULL,2023-06-30 11:01:04.000,2023-06-30 11:01:04.000
98,00a7edb4-577c-42b7-8344-c5e6ce4719ca,PROVISIONED,NULL,2024-05-27 12:01:54.000,2024-05-27 12:01:56.000
99,00a7edb4-577c-42b7-8344-c5e6ce4719ca,COMPLETE,NULL,2024-05-27 12:01:54.000,2024-05-27 12:01:54.000
