created_date,party_key,status,action_codes,risk_rating,outcomes,explanations,risk_score,updated_date
2024-08-28 13:05:41.000,1525476f-6671-4331-8149-3162253e82df,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],210,2024-08-28 13:05:41.000
2025-01-10 04:09:33.000,1553b19e-1123-4fc5-933a-44a9b6a52c6f,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],235,2025-01-10 04:09:33.000
2024-08-08 10:12:04.000,15a806fa-4605-4dfb-87da-a204e40a802f,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],210,2024-08-08 10:12:04.000
2025-01-13 04:34:18.000,15bacce6-12ab-45e3-aa63-9486d4e58cfb,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],235,2025-01-13 04:34:18.000
2024-11-08 13:00:19.000,15e1f3e3-a839-42af-b1ef-51a02ada6f5e,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],210,2024-11-08 13:00:19.000
2024-09-02 09:38:06.000,160a4817-d87f-4a97-b601-89f0013102a2,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],210,2024-09-02 09:38:06.000
2024-08-05 07:51:28.000,160e4513-078c-4e18-9168-f6d8dabf2c9d,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],210,2024-08-05 07:51:28.000
2025-02-04 04:53:55.000,164c58ab-0da6-422e-8fc0-dfe14553fb29,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],235,2025-02-04 04:53:55.000
2024-10-17 19:49:39.000,1688ab65-2c1b-4d06-99cb-3817af0f235c,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],210,2024-10-17 19:49:39.000
2024-11-04 06:29:36.000,16dd0692-2ddb-4f1a-b3f2-f00c99fd4d08,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],210,2024-11-04 06:29:36.000
2024-08-02 10:40:50.000,172550b4-46a2-4193-af61-41a9d4149d2e,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],210,2024-08-02 10:40:50.000
2025-01-15 09:02:56.000,1762ebc2-67e3-4a9d-ae3c-637836a5296d,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],235,2025-01-15 09:02:56.000
2024-09-02 06:50:26.000,177c0b8e-66ec-4c29-8c49-4630778ae061,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],210,2024-09-02 06:50:26.000
2024-09-04 09:42:54.000,178fc56d-741a-4943-b8ab-6a8226992581,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],210,2024-09-04 09:42:54.000
2025-01-15 04:25:15.000,17b50ea2-32b2-4ab0-8f51-c3fdc3b52f13,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],235,2025-01-15 04:25:15.000
2025-01-08 08:35:43.000,17db2f68-19f1-4995-b04b-c52db0d25a3c,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],235,2025-01-08 08:35:43.000
2024-10-14 05:17:21.000,17e41b99-060b-4a48-9aea-127e38c701de,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],210,2024-10-14 05:17:21.000
2024-06-25 15:54:33.000,182ab76b-c7e9-47af-a83b-ec67c5bd216e,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],210,2024-06-25 15:54:33.000
2024-12-05 08:12:54.000,18b2f12a-3354-4c52-a59d-33da935fbfcf,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],210,2024-12-05 08:12:54.000
2024-10-11 06:43:26.000,1911b266-2be4-43b7-8d74-f2faf92b7dc0,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],210,2024-10-11 06:43:26.000
2024-12-12 05:26:28.000,19893e60-e077-4364-9615-09390ef7a93f,ok,[],Low Risk,"{rca=no match, account_opening_decision=approve, risk_scoring_decision=false, others_lists=no match, fraud=false, adverse_media=no match, pep=no match, overall_customer_screening=no match, sanctions=no match, waiting_enrichment=false, internal_lists=no ma",[],235,2024-12-12 05:26:28.000
